Pais;Nome_Regiao;Codigo_Regiao;Nome_UF;Codigo_UF;Sigla_UF;Ano;Populacao_Total;Populacao_Homens;Populacao_Mulheres;Nascimentos;Obitos;TBN;TBM;EVN;EVN_Homens;EVN_Mulheres;TMI;TMI_Homens;TMI_Mulheres;TFT;TEF_15_19;TEF_20_24;TEF_25_29;TEF_30_34;TEF_35_39;TEF_40_44;TEF_45_49;Rz_Dep_Jovens;Rz_Dep_Idosos;Rz_Dep_Total;Indice_Envelhecimento;Proporcao_0a14anos;Proporcao_15a64anos;Proporcao_65anosoumais;Proporcao_15a59anos;Proporcao_60anosoumais;Idade_Mediana
Brasil;Sul;4;Paraná;41;PR;2031;12243938;5973687;6270251;141646;89881;11,57;7,34;80,65;77,28;84,05;5,43;5,94;4,9;1,76;0,0458;0,0763;0,0871;0,0817;0,0471;0,0129;0,0011;28,08;23,62;51,7;84,32;18,5;65,9;15,6;60,18;21,31;38,8
Brasil;Sul;4;Paraná;41;PR;2032;12290702;5994482;6296220;140072;91808;11,4;7,47;80,84;77,46;84,22;5,28;5,77;4,76;1,76;0,0451;0,0756;0,087;0,0821;0,0475;0,0131;0,0011;27,89;24,46;52,35;87,98;18,3;65,6;16,1;59,9;21,8;39,19
Brasil;Sul;4;Paraná;41;PR;2033;12333987;6013594;6320393;138615;93808;11,24;7,61;81,01;77,64;84,38;5,13;5,61;4,63;1,75;0,0444;0,0749;0,0869;0,0824;0,0479;0,0133;0,0012;27,64;25,29;52,93;91,16;18,1;65,4;16,5;59,65;22,27;39,58
Brasil;Sul;4;Paraná;41;PR;2034;12373836;6031053;6342783;137269;95876;11,09;7,75;81,17;77,81;84,54;4,99;5,46;4,51;1,75;0,0437;0,0742;0,0868;0,0828;0,0482;0,0135;0,0012;27,39;26,11;53,5;95,51;17,8;65,1;17;59,41;22,75;39,97
Brasil;Sul;4;Paraná;41;PR;2035;12410298;6046897;6363401;136010;97977;10,96;7,89;81,34;77,98;84,7;4,87;5,31;4,4;1,75;0,043;0,0735;0,0867;0,0832;0,0486;0,0137;0,0012;27,14;26,9;54,04;99,43;17,6;64,9;17,5;59,16;23,22;40,36
Brasil;Sul;4;Paraná;41;PR;2036;12443361;6061127;6382234;134716;100122;10,83;8,05;81,49;78,14;84,85;4,74;5,18;4,29;1,75;0,0422;0,0728;0,0865;0,0835;0,049;0,0139;0,0013;26,89;27,67;54,56;102,87;17,4;64,7;17,9;58,91;23,7;40,74
Brasil;Sul;4;Paraná;41;PR;2037;12473021;6073744;6399277;133541;102314;10,71;8,2;81,65;78,29;84,99;4,63;5,05;4,19;1,74;0,0415;0,0721;0,0864;0,0839;0,0494;0,0141;0,0013;26,64;28,42;55,06;106,4;17,2;64,5;18,3;58,64;24,17;41,11
Brasil;Sul;4;Paraná;41;PR;2038;12499364;6084800;6414564;132519;104558;10,6;8,37;81,79;78,44;85,12;4,52;4,93;4,09;1,74;0,0408;0,0715;0,0863;0,0843;0,0498;0,0143;0,0013;26,4;29,15;55,55;110;17;64,3;18,7;58,37;24,65;41,49
Brasil;Sul;4;Paraná;41;PR;2039;12522496;6094361;6428135;131618;106814;10,51;8,53;81,93;78,59;85,25;4,42;4,82;4,01;1,74;0,0401;0,0708;0,0862;0,0846;0,0501;0,0144;0,0014;26,18;29,88;56,06;113,69;16,8;64,1;19,1;58,1;25,13;41,85
Brasil;Sul;4;Paraná;41;PR;2040;12542478;6102463;6440015;130756;109093;10,43;8,7;82,06;78,73;85,38;4,33;4,71;3,92;1,74;0,0394;0,0701;0,086;0,085;0,0505;0,0146;0,0014;25,98;30,62;56,6;118,07;16,6;63,9;19,6;57,81;25,6;42,21
Brasil;Sul;4;Paraná;41;PR;2041;12559307;6109105;6450202;129874;111376;10,34;8,87;82,19;78,87;85,5;4,24;4,61;3,84;1,73;0,0387;0,0694;0,0859;0,0853;0,0509;0,0148;0,0014;25,79;31,38;57,17;121,95;16,4;63,6;20;57,52;26,07;42,56
Brasil;Sul;4;Paraná;41;PR;2042;12573062;6114335;6458727;129183;113670;10,27;9,04;82,32;79;85,62;4,15;4,52;3,77;1,73;0,038;0,0688;0,0858;0,0857;0,0513;0,015;0,0015;25,63;32,14;57,77;125,93;16,2;63,4;20,4;57,22;26,54;42,89
Brasil;Sul;4;Paraná;41;PR;2043;12583881;6118231;6465650;128611;115983;10,22;9,22;82,43;79,12;85,73;4,07;4,43;3,7;1,73;0,0373;0,0681;0,0857;0,086;0,0516;0,0152;0,0015;25,48;32,92;58,4;129,19;16,1;63,1;20,8;56,91;27;43,2
Brasil;Sul;4;Paraná;41;PR;2044;12591854;6120841;6471013;128079;118258;10,17;9,39;82,55;79,25;85,83;4;4,35;3,63;1,72;0,0366;0,0674;0,0856;0,0864;0,052;0,0153;0,0015;25,36;33,7;59,07;133,33;15,9;62,9;21,2;56,6;27,46;43,5
Brasil;Sul;4;Paraná;41;PR;2045;12597005;6122181;6474824;127514;120530;10,12;9,57;82,66;79,36;85,94;3,93;4,27;3,57;1,72;0,0359;0,0667;0,0854;0,0867;0,0524;0,0155;0,0016;25,26;34,49;59,76;136,71;15,8;62,6;21,6;56,29;27,9;43,78
Brasil;Sul;4;Paraná;41;PR;2046;12599318;6122247;6477071;126914;122770;10,07;9,74;82,77;79,48;86,03;3,87;4,2;3,52;1,72;0,0352;0,0661;0,0853;0,0871;0,0527;0,0157;0,0016;25,18;35,29;60,48;140,13;15,7;62,3;22;55,98;28,33;44,02
Brasil;Sul;4;Paraná;41;PR;2047;12598861;6121070;6477791;126416;124972;10,03;9,92;82,87;79,59;86,13;3,8;4,13;3,46;1,72;0,0345;0,0654;0,0852;0,0874;0,0531;0,0159;0,0016;25,12;36,1;61,22;143,59;15,6;62;22,4;55,67;28,75;44,24
Brasil;Sul;4;Paraná;41;PR;2048;12595699;6118685;6477014;125892;127157;9,99;10,1;82,96;79,69;86,22;3,74;4,07;3,41;1,71;0,0339;0,0647;0,0851;0,0878;0,0534;0,0161;0,0017;25,09;36,91;61,99;147,1;15,5;61,7;22,8;55,35;29,16;44,43
Brasil;Sul;4;Paraná;41;PR;2049;12589797;6115077;6474720;125267;129304;9,95;10,27;83,06;79,79;86,3;3,69;4,01;3,36;1,71;0,0332;0,0641;0,085;0,0881;0,0538;0,0162;0,0017;25,06;37,71;62,77;150,65;15,4;61,4;23,2;55,03;29,57;44,61
Brasil;Sul;4;Paraná;41;PR;2050;12581103;6110219;6470884;124557;131404;9,9;10,44;83,15;79,89;86,38;3,65;3,95;3,32;1,71;0,0325;0,0634;0,0848;0,0885;0,0542;0,0164;0,0017;25,05;38,5;63,55;153,59;15,3;61,1;23,5;54,7;29,98;44,79
Brasil;Sul;4;Paraná;41;PR;2051;12569612;6104108;6465504;123842;133475;9,85;10,62;83,23;79,99;86,46;3,6;3,9;3,28;1,7;0,0318;0,0628;0,0847;0,0888;0,0545;0,0166;0,0018;25,05;39,29;64,34;157,24;15,2;60,9;23,9;54,37;30,39;44,96
Brasil;Sul;4;Paraná;41;PR;2052;12555362;6096761;6458601;123126;135490;9,81;10,79;83,31;80,08;86,54;3,55;3,85;3,24;1,7;0,0311;0,0621;0,0846;0,0891;0,0549;0,0168;0,0018;25,06;40,06;65,12;159,87;15,2;60,6;24,3;54,03;30,79;45,09
Brasil;Sul;4;Paraná;41;PR;2053;12538352;6088175;6450177;122286;137440;9,75;10,96;83,39;80,16;86,61;3,51;3,8;3,2;1,7;0,0305;0,0615;0,0845;0,0895;0,0552;0,017;0,0018;25,08;40,83;65,91;162,91;15,1;60,3;24,6;53,69;31,2;45,22
Brasil;Sul;4;Paraná;41;PR;2054;12518536;6078320;6440216;121330;139306;9,69;11,13;83,47;80,25;86,68;3,47;3,76;3,17;1,7;0,0298;0,0608;0,0843;0,0898;0,0556;0,0171;0,0019;25,11;41,6;66,71;165,56;15,1;60;25;53,35;31,59;45,34
Brasil;Sul;4;Paraná;41;PR;2055;12495904;6067179;6428725;120304;141089;9,63;11,29;83,55;80,33;86,75;3,43;3,72;3,14;1,69;0,0291;0,0601;0,0842;0,0901;0,0559;0,0173;0,0019;25,14;42,39;67,54;168,67;15;59,7;25,3;53,01;31,98;45,46
Brasil;Sul;4;Paraná;41;PR;2056;12470502;6054772;6415730;119298;142817;9,57;11,45;83,61;80,41;86,81;3,4;3,68;3,11;1,69;0,0284;0,0595;0,0841;0,0905;0,0563;0,0175;0,0019;25,18;43,2;68,38;171,33;15;59,4;25,7;52,69;32,35;45,57
Brasil;Sul;4;Paraná;41;PR;2057;12442412;6041136;6401276;118277;144436;9,51;11,61;83,68;80,48;86,87;3,37;3,64;3,08;1,69;0,0278;0,0589;0,084;0,0908;0,0566;0,0176;0,002;25,22;44,01;69,23;174,5;14,9;59,1;26;52,37;32,72;45,69
Brasil;Sul;4;Paraná;41;PR;2058;12411670;6026278;6385392;117171;145994;9,44;11,76;83,74;80,56;86,93;3,34;3,61;3,05;1,69;0,0271;0,0582;0,0839;0,0911;0,057;0,0178;0,002;25,26;44,82;70,08;177,18;14,9;58,8;26,4;52,07;33,07;45,81
Brasil;Sul;4;Paraná;41;PR;2059;12378299;6010200;6368099;116030;147448;9,37;11,91;83,8;80,62;86,98;3,31;3,58;3,03;1,68;0,0264;0,0576;0,0837;0,0915;0,0573;0,018;0,002;25,29;45,63;70,92;180,41;14,8;58,5;26,7;51,81;33,39;45,95
Brasil;Sul;4;Paraná;41;PR;2060;12342362;5992920;6349442;114874;148829;9,31;12,06;83,86;80,69;87,04;3,28;3,55;3;1,68;0,0258;0,0569;0,0836;0,0918;0,0577;0,0182;0,0021;25,32;46,43;71,75;183,67;14,7;58,2;27;51,59;33,66;46,1
Brasil;Sul;4;Santa Catarina;42;SC;2010;6353055;3153624;3199431;86236;32019;13,57;5,04;76,93;73,57;80,36;11,2;12,06;10,28;1,6;0,0509;0,0793;0,0809;0,0644;0,034;0,009;6,00E-04;31,12;9,73;40,85;31,22;22,1;71;6,9;67,43;10,47;30,68
Brasil;Sul;4;Santa Catarina;42;SC;2011;6441468;3197284;3244184;89687;32493;13,92;5,04;77,32;73,97;80,73;10,82;11,65;9,96;1,64;0,0518;0,0809;0,0826;0,0678;0,0357;0,009;6,00E-04;30,21;10,04;40,25;33,49;21,5;71,3;7,2;67,59;10,87;31,11
Brasil;Sul;4;Santa Catarina;42;SC;2012;6530943;3241493;3289450;90356;33026;13,84;5,06;77,7;74,36;81,1;10,47;11,25;9,64;1,64;0,0514;0,0803;0,0815;0,0687;0,0364;0,009;7,00E-04;29,39;10,38;39,77;35,24;21;71,5;7,4;67,69;11,29;31,55
Brasil;Sul;4;Santa Catarina;42;SC;2013;6620186;3285585;3334601;91312;33596;13,79;5,07;78,06;74,73;81,45;10,12;10,87;9,34;1,64;0,0513;0,0796;0,0803;0,0703;0,0372;0,0095;6,00E-04;28,66;10,76;39,43;37,38;20,6;71,7;7,7;67,72;11,72;31,98
Brasil;Sul;4;Santa Catarina;42;SC;2014;6710154;3330048;3380106;93965;34197;14;5,1;78,41;75,09;81,78;9,8;10,51;9,05;1,68;0,0517;0,0804;0,0816;0,0728;0,0389;0,0101;5,00E-04;28,08;11,18;39,26;39,6;20,2;71,8;8;67,67;12,17;32,41
Brasil;Sul;4;Santa Catarina;42;SC;2015;6802306;3375630;3426676;97935;34862;14,4;5,13;78,74;75,44;82,1;9,49;10,16;8,77;1,74;0,0523;0,083;0,0854;0,0754;0,0414;0,0105;6,00E-04;27,7;11,64;39,33;42,21;19,9;71,8;8,4;67,5;12,62;32,83
Brasil;Sul;4;Santa Catarina;42;SC;2016;6894058;3421008;3473050;95489;35532;13,85;5,15;79,07;75,77;82,4;9,19;9,83;8,51;1,69;0,0489;0,0799;0,0838;0,0733;0,0417;0,0106;6,00E-04;27,46;12,13;39,59;44,16;19,7;71,6;8,7;67,24;13,09;33,26
Brasil;Sul;4;Santa Catarina;42;SC;2017;6984749;3465841;3518908;98202;36261;14,06;5,19;79,37;76,09;82,69;8,9;9,51;8,25;1,74;0,0497;0,0816;0,0861;0,0757;0,0432;0,011;6,00E-04;27,36;12,68;40,04;46,67;19,5;71,4;9,1;66,9;13,56;33,68
Brasil;Sul;4;Santa Catarina;42;SC;2018;7075494;3510700;3564794;98093;37044;13,86;5,24;79,66;76,39;82,97;8,62;9,21;8,01;1,74;0,0492;0,081;0,0861;0,0761;0,0435;0,0112;7,00E-04;27,36;13,26;40,62;48,21;19,5;71,1;9,4;66,49;14,05;34,1
Brasil;Sul;4;Santa Catarina;42;SC;2019;7164788;3554814;3609974;97888;37857;13,66;5,28;79,94;76,68;83,24;8,36;8,92;7,77;1,74;0,0486;0,0804;0,086;0,0765;0,0438;0,0114;7,00E-04;27,35;13,86;41,21;50,52;19,4;70,8;9,8;66,07;14,56;34,52
Brasil;Sul;4;Santa Catarina;42;SC;2020;7252502;3598115;3654387;97598;38721;13,46;5,34;80,21;76,96;83,49;8,11;8,65;7,54;1,74;0,0481;0,0798;0,0859;0,0769;0,0442;0,0115;7,00E-04;27,31;14,49;41,8;52,85;19,3;70,5;10,2;65,65;15,09;34,93
Brasil;Sul;4;Santa Catarina;42;SC;2021;7338473;3640518;3697955;97159;39625;13,24;5,4;80,47;77,22;83,73;7,87;8,38;7,33;1,73;0,0476;0,0793;0,0859;0,0772;0,0445;0,0117;8,00E-04;27,31;15,14;42,45;55,21;19,2;70,2;10,6;65,18;15,65;35,35
Brasil;Sul;4;Santa Catarina;42;SC;2022;7422480;3681908;3740572;96531;40593;13,01;5,47;80,71;77,48;83,96;7,63;8,13;7,12;1,73;0,047;0,0787;0,0858;0,0776;0,0448;0,0119;8,00E-04;27,36;15,82;43,18;57,59;19,1;69,8;11;64,67;16,22;35,76
Brasil;Sul;4;Santa Catarina;42;SC;2023;7504322;3722182;3782140;95818;41628;12,77;5,55;80,94;77,72;84,18;7,42;7,89;6,92;1,73;0,0465;0,0781;0,0858;0,078;0,0452;0,012;8,00E-04;27,42;16,53;43,95;60,53;19;69,5;11,5;64,15;16,8;36,18
Brasil;Sul;4;Santa Catarina;42;SC;2024;7583889;3761285;3822604;95086;42709;12,54;5,63;81,16;77,95;84,39;7,21;7,66;6,73;1,73;0,0459;0,0775;0,0857;0,0783;0,0455;0,0122;9,00E-04;27,45;17,28;44,73;62,63;19;69,1;11,9;63,65;17,38;36,59
Brasil;Sul;4;Santa Catarina;42;SC;2025;7661113;3799183;3861930;94332;43839;12,31;5,72;81,37;78,17;84,59;7;7,44;6,54;1,73;0,0454;0,077;0,0856;0,0787;0,0458;0,0123;9,00E-04;27,5;18,07;45,57;65,61;18,9;68,7;12,4;63,16;17,95;37
Brasil;Sul;4;Santa Catarina;42;SC;2026;7735919;3835836;3900083;93569;45042;12,1;5,82;81,57;78,37;84,77;6,81;7,23;6,37;1,73;0,0449;0,0764;0,0856;0,0791;0,0461;0,0125;9,00E-04;27,49;18,9;46,39;68,62;18,8;68,3;12,9;62,72;18,5;37,41
Brasil;Sul;4;Santa Catarina;42;SC;2027;7808220;3871198;3937022;92774;46299;11,88;5,93;81,76;78,57;84,95;6,62;7,03;6,2;1,73;0,0443;0,0758;0,0855;0,0795;0,0465;0,0127;0,001;27,44;19,75;47,2;72,04;18,6;67,9;13,4;62,32;19,04;37,82
Brasil;Sul;4;Santa Catarina;42;SC;2028;7877936;3905231;3972705;91969;47626;11,67;6,05;81,93;78,76;85,12;6,45;6,84;6,04;1,72;0,0438;0,0753;0,0855;0,0798;0,0468;0,0128;0,001;27,37;20,63;48,01;75,14;18,5;67,6;13,9;61,94;19,56;38,23
Brasil;Sul;4;Santa Catarina;42;SC;2029;7945021;3937913;4007108;91206;49002;11,48;6,17;82,1;78,94;85,28;6,28;6,66;5,88;1,72;0,0433;0,0747;0,0854;0,0802;0,0471;0,013;0,001;27,26;21,5;48,76;79,23;18,3;67,2;14,5;61,61;20,07;38,64
Brasil;Sul;4;Santa Catarina;42;SC;2030;8009480;3969248;4040232;90506;50428;11,3;6,3;82,26;79,11;85,43;6,12;6,49;5,74;1,72;0,0427;0,0741;0,0853;0,0806;0,0474;0,0131;0,0011;27,05;22,34;49,4;82,87;18,1;66,9;15;61,33;20,56;39,05
Brasil;Sul;4;Santa Catarina;42;SC;2031;8071564;3999368;4072196;89851;51903;11,13;6,43;82,41;79,27;85,58;5,97;6,32;5,59;1,72;0,0422;0,0736;0,0853;0,0809;0,0477;0,0133;0,0011;26,83;23,16;49,99;86,03;17,9;66,7;15,4;61,08;21,03;39,44
Brasil;Sul;4;Santa Catarina;42;SC;2032;8131505;4028393;4103112;89229;53438;10,97;6,57;82,56;79,42;85,71;5,82;6,17;5,46;1,72;0,0417;0,073;0,0852;0,0813;0,0481;0,0135;0,0011;26,59;23,97;50,56;89,83;17,7;66,4;15,9;60,85;21,49;39,83
Brasil;Sul;4;Santa Catarina;42;SC;2033;8189289;4056318;4132971;88664;55028;10,83;6,72;82,69;79,57;85,84;5,68;6,02;5,33;1,72;0,0411;0,0724;0,0852;0,0817;0,0484;0,0136;0,0012;26,32;24,74;51,07;94,25;17,4;66,2;16,4;60,64;21,93;40,22
Brasil;Sul;4;Santa Catarina;42;SC;2034;8244918;4083148;4161770;88164;56684;10,69;6,88;82,82;79,71;85,96;5,55;5,87;5,21;1,72;0,0406;0,0719;0,0851;0,082;0,0487;0,0138;0,0012;26,05;25,49;51,54;97,67;17,2;66;16,8;60,44;22,37;40,6
Brasil;Sul;4;Santa Catarina;42;SC;2035;8298422;4108904;4189518;87755;58368;10,57;7,03;82,94;79,84;86,08;5,42;5,74;5,09;1,71;0,0401;0,0713;0,0851;0,0824;0,049;0,0139;0,0012;25,78;26,21;51,99;101,18;17;65,8;17,2;60,22;22,81;40,97
Brasil;Sul;4;Santa Catarina;42;SC;2036;8349850;4133615;4216235;87433;60107;10,47;7,2;83,06;79,96;86,19;5,3;5,61;4,98;1,71;0,0395;0,0707;0,085;0,0827;0,0493;0,0141;0,0013;25,52;26,89;52,42;105,39;16,7;65,6;17,6;60;23,26;41,33
Brasil;Sul;4;Santa Catarina;42;SC;2037;8399227;4157296;4241931;87197;61912;10,38;7,37;83,16;80,08;86,29;5,18;5,48;4,87;1,71;0,039;0,0702;0,0849;0,0831;0,0497;0,0143;0,0013;25,27;27,56;52,82;109,09;16,5;65,4;18;59,76;23,71;41,69
Brasil;Sul;4;Santa Catarina;42;SC;2038;8446582;4179969;4266613;87023;63740;10,3;7,55;83,27;80,19;86,39;5,07;5,37;4,76;1,71;0,0385;0,0696;0,0849;0,0835;0,05;0,0144;0,0013;25,03;28,2;53,23;112,88;16,3;65,3;18,4;59,5;24,17;42,05
Brasil;Sul;4;Santa Catarina;42;SC;2039;8491935;4201648;4290287;86883;65602;10,23;7,73;83,36;80,29;86,48;4,97;5,25;4,67;1,71;0,038;0,069;0,0848;0,0838;0,0503;0,0146;0,0014;24,82;28,84;53,66;116,05;16,2;65,1;18,8;59,21;24,64;42,39
Brasil;Sul;4;Santa Catarina;42;SC;2040;8535304;4222347;4312957;86790;67474;10,17;7,91;83,46;80,39;86,57;4,86;5,15;4,57;1,71;0,0374;0,0685;0,0848;0,0842;0,0506;0,0147;0,0014;24,63;29,5;54,13;119,38;16;64,9;19,1;58,9;25,12;42,72
Brasil;Sul;4;Santa Catarina;42;SC;2041;8576731;4242092;4334639;86775;69380;10,12;8,09;83,54;80,48;86,66;4,77;5,04;4,48;1,71;0,0369;0,0679;0,0847;0,0845;0,0509;0,0149;0,0014;24,47;30,17;54,64;123,42;15,8;64,7;19,5;58,55;25,62;43,04
Brasil;Sul;4;Santa Catarina;42;SC;2042;8616285;4260920;4355365;86865;71294;10,08;8,27;83,62;80,57;86,73;4,68;4,95;4,4;1,71;0,0364;0,0674;0,0846;0,0849;0,0512;0,015;0,0015;24,33;30,85;55,18;126,75;15,7;64,4;19,9;58,18;26,14;43,34
Brasil;Sul;4;Santa Catarina;42;SC;2043;8654030;4278869;4375161;86990;73213;10,05;8,46;83,69;80,66;86,81;4,59;4,85;4,31;1,7;0,0359;0,0668;0,0846;0,0853;0,0515;0,0152;0,0015;24,22;31,56;55,79;130,97;15,5;64,2;20,3;57,78;26,67;43,61
Brasil;Sul;4;Santa Catarina;42;SC;2044;8689972;4295948;4394024;87090;75126;10,02;8,65;83,77;80,73;86,88;4,51;4,76;4,23;1,7;0,0353;0,0662;0,0845;0,0856;0,0519;0,0154;0,0015;24,15;32,31;56,46;134,42;15,4;63,9;20,7;57,37;27,19;43,86
Brasil;Sul;4;Santa Catarina;42;SC;2045;8724096;4312155;4411941;87175;77033;9,99;8,83;83,84;80,81;86,94;4,43;4,68;4,16;1,7;0,0348;0,0657;0,0845;0,086;0,0522;0,0155;0,0016;24,11;33,1;57,21;137,91;15,3;63,6;21,1;56,97;27,7;44,08
Brasil;Sul;4;Santa Catarina;42;SC;2046;8756398;4327491;4428907;87254;78934;9,96;9,01;83,9;80,88;87;4,35;4,6;4,09;1,7;0,0343;0,0651;0,0844;0,0863;0,0525;0,0157;0,0016;24,09;33,94;58,04;141,45;15,2;63,3;21,5;56,56;28,19;44,26
Brasil;Sul;4;Santa Catarina;42;SC;2047;8786906;4341969;4444937;87357;80802;9,94;9,2;83,96;80,95;87,06;4,28;4,52;4,02;1,7;0,0338;0,0646;0,0843;0,0867;0,0528;0,0158;0,0016;24,11;34,83;58,94;144,08;15,2;62,9;21,9;56,16;28,67;44,41
Brasil;Sul;4;Santa Catarina;42;SC;2048;8815651;4355605;4460046;87447;82653;9,92;9,38;84,02;81,01;87,12;4,21;4,45;3,95;1,7;0,0333;0,064;0,0843;0,087;0,0531;0,016;0,0017;24,15;35,76;59,91;148,34;15,1;62,5;22,4;55,77;29,13;44,55
Brasil;Sul;4;Santa Catarina;42;SC;2049;8842605;4368385;4474220;87473;84501;9,89;9,56;84,07;81,07;87,17;4,14;4,38;3,89;1,7;0,0328;0,0635;0,0842;0,0874;0,0534;0,0161;0,0017;24,22;36,69;60,91;152;15;62,1;22,8;55,38;29,57;44,68
Brasil;Sul;4;Santa Catarina;42;SC;2050;8867714;4380284;4487430;87423;86319;9,86;9,73;84,12;81,13;87,22;4,08;4,31;3,83;1,69;0,0322;0,0629;0,0842;0,0877;0,0537;0,0163;0,0017;24,29;37,61;61,9;154,67;15;61,8;23,2;54,99;30,01;44,82
Brasil;Sul;4;Santa Catarina;42;SC;2051;8890942;4391288;4499654;87318;88107;9,82;9,91;84,18;81,18;87,27;4,02;4,25;3,78;1,69;0,0317;0,0624;0,0841;0,0881;0,054;0,0164;0,0018;24,37;38,51;62,88;157,33;15;61,4;23,6;54,62;30,42;44,93
Brasil;Sul;4;Santa Catarina;42;SC;2052;8912269;4401388;4510881;87182;89882;9,78;10,09;84,22;81,23;87,31;3,96;4,19;3,72;1,69;0,0312;0,0618;0,084;0,0884;0,0544;0,0166;0,0018;24,46;39,4;63,86;161,07;14,9;61;24;54,27;30,8;45,02
Brasil;Sul;4;Santa Catarina;42;SC;2053;8931679;4410576;4521103;86998;91620;9,74;10,26;84,26;81,28;87,35;3,91;4,13;3,67;1,69;0,0307;0,0613;0,084;0,0888;0,0547;0,0168;0,0018;24,55;40,27;64,83;163,76;14,9;60,7;24,4;53,94;31,17;45,1
Brasil;Sul;4;Santa Catarina;42;SC;2054;8949178;4418846;4530332;86764;93286;9,7;10,42;84,3;81,32;87,39;3,86;4,08;3,62;1,69;0,0302;0,0607;0,0839;0,0891;0,055;0,0169;0,0019;24,65;41,13;65,77;166,44;14,9;60,3;24,8;53,62;31,52;45,17
Brasil;Sul;4;Santa Catarina;42;SC;2055;8964776;4426194;4538582;86461;94885;9,64;10,58;84,34;81,36;87,43;3,81;4,03;3,57;1,69;0,0297;0,0602;0,0839;0,0895;0,0553;0,0171;0,0019;24,74;41,96;66,7;170,27;14,8;60;25,2;53,31;31,85;45,25
Brasil;Sul;4;Santa Catarina;42;SC;2056;8978488;4432623;4545865;86125;96419;9,59;10,74;84,38;81,4;87,47;3,76;3,98;3,53;1,69;0,0291;0,0596;0,0838;0,0898;0,0556;0,0172;0,0019;24,83;42,77;67,59;172,3;14,8;59,7;25,5;53,02;32,17;45,32
Brasil;Sul;4;Santa Catarina;42;SC;2057;8990348;4438143;4552205;85774;97902;9,54;10,89;84,41;81,44;87,5;3,72;3,93;3,49;1,68;0,0286;0,0591;0,0837;0,0902;0,0559;0,0174;0,002;24,9;43,53;68,43;174,32;14,8;59,4;25,8;52,74;32,48;45,41
Brasil;Sul;4;Santa Catarina;42;SC;2058;9000381;4442759;4557622;85395;99341;9,49;11,04;84,43;81,47;87,53;3,67;3,89;3,44;1,68;0,0281;0,0585;0,0837;0,0905;0,0562;0,0175;0,002;24,97;44,25;69,22;176,35;14,8;59,1;26,1;52,49;32,76;45,5
Brasil;Sul;4;Santa Catarina;42;SC;2059;9008618;4446482;4562136;85009;100730;9,44;11,18;84,46;81,51;87,56;3,63;3,84;3,41;1,68;0,0276;0,058;0,0836;0,0909;0,0565;0,0177;0,002;25,02;44,94;69,96;179,59;14,7;58,8;26,4;52,28;33;45,6
Brasil;Sul;4;Santa Catarina;42;SC;2060;9015090;4449324;4565766;84608;102086;9,39;11,32;84,49;81,54;87,59;3,59;3,8;3,37;1,68;0,0271;0,0574;0,0836;0,0912;0,0568;0,0178;0,002;25,07;45,61;70,68;181,63;14,7;58,6;26,7;52,12;33,19;45,7
Brasil;Sul;4;Rio Grande do Sul;43;RS;2010;10914795;5317544;5597251;134064;72350;12,28;6,63;76,01;72,44;79,5;11,39;12,21;10,52;1,56;0,0491;0,0743;0,0748;0,0645;0,0383;0,0104;7,00E-04;30,81;13,32;44,13;42,99;21,4;69,4;9,2;65,06;13,56;32,66
Brasil;Sul;4;Rio Grande do Sul;43;RS;2011;10963317;5340181;5623136;139396;73195;12,71;6,68;76,32;72,78;79,78;11,07;11,86;10,23;1,62;0,0497;0,0764;0,0781;0,0681;0,0403;0,0107;7,00E-04;29,99;13,72;43,71;45,45;20,9;69,6;9,5;65,12;14,02;33,06
Brasil;Sul;4;Rio Grande do Sul;43;RS;2012;11014448;5364226;5650222;140619;74154;12,77;6,73;76,63;73,11;80,06;10,75;11,52;9,95;1,63;0,0502;0,0761;0,0783;0,0694;0,0409;0,011;7,00E-04;29,24;14,17;43,4;48,53;20,4;69,7;9,9;65,12;14,49;33,46
Brasil;Sul;4;Rio Grande do Sul;43;RS;2013;11066527;5388825;5677702;142795;75163;12,9;6,79;76,92;73,43;80,33;10,45;11,19;9,68;1,66;0,0513;0,0765;0,0784;0,0717;0,0416;0,0111;6,00E-04;28,56;14,65;43,21;51,26;19,9;69,8;10,2;65,07;14,98;33,86
Brasil;Sul;4;Rio Grande do Sul;43;RS;2014;11119817;5414110;5705707;144622;76202;13,01;6,85;77,21;73,74;80,6;10,16;10,87;9,42;1,68;0,0513;0,0764;0,0794;0,0733;0,0431;0,0114;6,00E-04;27,99;15,17;43,16;54,36;19,5;69,9;10,6;64,96;15,49;34,25
Brasil;Sul;4;Rio Grande do Sul;43;RS;2015;11175777;5440822;5734955;149765;77259;13,4;6,91;77,5;74,05;80,85;9,88;10,56;9,16;1,74;0,0513;0,0788;0,0826;0,0763;0,0461;0,012;7,00E-04;27,55;15,73;43,28;57,29;19,2;69,8;11;64,77;16;34,64
Brasil;Sul;4;Rio Grande do Sul;43;RS;2016;11229947;5466673;5763274;142699;78326;12,71;6,97;77,77;74,34;81,1;9,61;10,26;8,92;1,66;0,0468;0,0753;0,0789;0,0732;0,0455;0,0117;7,00E-04;27,13;16,32;43,44;60,32;18,9;69,7;11,4;64,56;16,53;35,04
