Pais;Nome_Regiao;Codigo_Regiao;Nome_UF;Codigo_UF;Sigla_UF;Ano;Populacao_Total;Populacao_Homens;Populacao_Mulheres;Nascimentos;Obitos;TBN;TBM;EVN;EVN_Homens;EVN_Mulheres;TMI;TMI_Homens;TMI_Mulheres;TFT;TEF_15_19;TEF_20_24;TEF_25_29;TEF_30_34;TEF_35_39;TEF_40_44;TEF_45_49;Rz_Dep_Jovens;Rz_Dep_Idosos;Rz_Dep_Total;Indice_Envelhecimento;Proporcao_0a14anos;Proporcao_15a64anos;Proporcao_65anosoumais;Proporcao_15a59anos;Proporcao_60anosoumais;Idade_Mediana
Brasil;Norte;1;Acre;12;AC;2058;1189835;587880;601955;13136;11157;11,04;9,38;78,69;75,71;81,8;10,72;11,58;9,83;1,75;0,054;0,0879;0,0929;0,0676;0,0376;0,0087;0,0022;25,97;26,26;52,23;100,58;17,1;65,7;17,2;59,65;23,29;40,62
Brasil;Norte;1;Acre;12;AC;2059;1191419;588488;602931;13041;11419;10,95;9,58;78,71;75,73;81,81;10,72;11,57;9,83;1,75;0,054;0,0878;0,0928;0,0676;0,0376;0,0087;0,0022;25,86;26,93;52,79;104,14;16,9;65,4;17,6;59,25;23,82;40,91
Brasil;Norte;1;Acre;12;AC;2060;1192647;588924;603723;12947;11679;10,86;9,79;78,73;75,75;81,83;10,71;11,56;9,82;1,75;0,054;0,0878;0,0928;0,0675;0,0376;0,0087;0,0022;25,77;27,65;53,42;107,14;16,8;65,2;18;58,86;24,35;41,19
Brasil;Norte;1;Amazonas;13;AM;2010;3553148;1789736;1763412;79633;19636;22,41;5,53;70,37;67,27;73,81;22,2;24,26;20,03;2,47;0,0973;0,1438;0,1202;0,0768;0,0406;0,0129;0,0021;53,99;6,43;60,42;11,87;33,7;62,3;4;60,36;5,99;23,04
Brasil;Norte;1;Amazonas;13;AM;2011;3618040;1821875;1796165;81847;19821;22,62;5,48;70,64;67,51;74,11;21,43;23,48;19,28;2,49;0,1037;0,1411;0,1176;0,0777;0,0419;0,0137;0,0022;52,51;6,46;58,97;12,42;33;62,9;4,1;60,86;6,11;23,37
Brasil;Norte;1;Amazonas;13;AM;2012;3684326;1854683;1829643;82986;20084;22,52;5,45;70,91;67,75;74,41;20,71;22,74;18,57;2,48;0,1068;0,1379;0,114;0,0779;0,0423;0,0143;0,0021;51,06;6,5;57,56;12,65;32,4;63,5;4,1;61,35;6,24;23,69
Brasil;Norte;1;Amazonas;13;AM;2013;3751293;1887797;1863496;83861;20356;22,36;5,43;71,17;67,98;74,7;20,03;22,04;17,91;2,46;0,1073;0,1352;0,1119;0,0782;0,0426;0,0141;0,002;49,68;6,56;56,24;13,21;31,8;64;4,2;61,82;6,39;24
Brasil;Norte;1;Amazonas;13;AM;2014;3819636;1921573;1898063;86433;20662;22,63;5,41;71,42;68,2;74,98;19,38;21,38;17,28;2,49;0,1083;0,1365;0,1136;0,0802;0,0435;0,0139;0,0021;48,48;6,64;55,12;13,74;31,3;64,5;4,3;62,2;6,54;24,31
Brasil;Norte;1;Amazonas;13;AM;2015;3887740;1955183;1932557;84097;20954;21,63;5,39;71,67;68,42;75,25;18,77;20,76;16,69;2,39;0,1027;0,1314;0,1075;0,0776;0,043;0,0137;0,002;47,46;6,74;54,2;14,29;30,8;64,9;4,4;62,52;6,71;24,62
Brasil;Norte;1;Amazonas;13;AM;2016;3952171;1986871;1965300;79746;21202;20,18;5,36;71,91;68,64;75,51;18,21;20,17;16,14;2,24;0,095;0,1226;0,0984;0,0743;0,0418;0,0134;0,0019;46,32;6,87;53,19;14,9;30,2;65,3;4,5;62,87;6,89;24,95
Brasil;Norte;1;Amazonas;13;AM;2017;4015812;2018116;1997696;83212;21533;20,72;5,36;72,14;68,86;75,77;17,67;19,62;15,62;2,31;0,0972;0,1262;0,1021;0,077;0,0433;0,0138;0,002;45,4;7,02;52,42;15,44;29,8;65,6;4,6;63,13;7,09;25,29
Brasil;Norte;1;Amazonas;13;AM;2018;4080611;2049916;2030695;82900;21920;20,32;5,37;72,37;69,07;76,01;17,17;19,11;15,13;2,28;0,0952;0,1242;0,1014;0,0763;0,0429;0,0135;0,002;44,69;7,2;51,89;15,99;29,4;65,8;4,7;63,28;7,3;25,62
Brasil;Norte;1;Amazonas;13;AM;2019;4144597;2081262;2063335;82462;22295;19,9;5,38;72,59;69,27;76,25;16,7;18,62;14,68;2,25;0,0932;0,1223;0,1007;0,0757;0,0425;0,0133;0,002;44,09;7,4;51,49;16,84;29,1;66;4,9;63,38;7,52;25,96
Brasil;Norte;1;Amazonas;13;AM;2020;4207714;2112128;2095586;82049;22688;19,5;5,39;72,81;69,47;76,48;16,26;18,17;14,25;2,22;0,0913;0,1205;0,1;0,0751;0,0422;0,013;0,002;43,43;7,61;51,04;17,36;28,8;66,2;5;63,5;7,74;26,31
Brasil;Norte;1;Amazonas;13;AM;2021;4269995;2142533;2127462;81713;23100;19,14;5,41;73,02;69,67;76,71;15,85;17,74;13,85;2,19;0,0894;0,1188;0,0994;0,0746;0,0419;0,0128;0,002;42,69;7,83;50,52;18,31;28,4;66,4;5,2;63,66;7,98;26,66
Brasil;Norte;1;Amazonas;13;AM;2022;4331430;2172473;2158957;81331;23545;18,78;5,44;73,23;69,86;76,92;15,46;17,34;13,48;2,17;0,0877;0,1171;0,0989;0,0741;0,0416;0,0126;0,002;41,95;8,06;50,01;19,29;28;66,7;5,4;63,8;8,23;27,03
Brasil;Norte;1;Amazonas;13;AM;2023;4391960;2201917;2190043;80935;24015;18,43;5,47;73,42;70,05;77,13;15,11;16,97;13,14;2,15;0,086;0,1155;0,0984;0,0736;0,0413;0,0124;0,002;41,21;8,31;49,52;20,29;27,6;66,9;5,6;63,95;8,49;27,41
Brasil;Norte;1;Amazonas;13;AM;2024;4451551;2230851;2220700;80526;24503;18,09;5,5;73,62;70,23;77,33;14,77;16,62;12,82;2,12;0,0844;0,1141;0,0979;0,0732;0,0411;0,0122;0,002;40,47;8,57;49,03;20,96;27,2;67,1;5,7;64,09;8,76;27,79
Brasil;Norte;1;Amazonas;13;AM;2025;4510151;2259251;2250900;80066;25010;17,75;5,55;73,81;70,41;77,53;14,45;16,29;12,52;2,1;0,0828;0,1126;0,0975;0,0728;0,0408;0,012;0,002;39,83;8,84;48,67;22,01;26,8;67,3;5,9;64,18;9,03;28,18
Brasil;Norte;1;Amazonas;13;AM;2026;4567703;2287087;2280616;79589;25546;17,42;5,59;73,99;70,59;77,72;14,16;15,99;12,24;2,08;0,0813;0,1113;0,0971;0,0724;0,0406;0,0118;0,002;39,24;9,13;48,37;23,48;26,4;67,4;6,2;64,23;9,32;28,58
Brasil;Norte;1;Amazonas;13;AM;2027;4624211;2314364;2309847;79194;26106;17,13;5,65;74,17;70,76;77,9;13,89;15,7;11,98;2,06;0,0798;0,11;0,0968;0,0721;0,0404;0,0117;0,002;38,59;9,43;48,03;24,52;26,1;67,6;6,4;64,31;9,62;28,98
Brasil;Norte;1;Amazonas;13;AM;2028;4679714;2341102;2338612;78847;26697;16,85;5,7;74,34;70,93;78,07;13,64;15,44;11,74;2,05;0,0785;0,1087;0,0965;0,0718;0,0402;0,0115;0,002;37,92;9,74;47,66;25,68;25,7;67,7;6,6;64,39;9,93;29,37
Brasil;Norte;1;Amazonas;13;AM;2029;4734251;2367321;2366930;78576;27306;16,6;5,77;74,51;71,09;78,24;13,4;15,19;11,52;2,03;0,0771;0,1075;0,0962;0,0715;0,04;0,0113;0,002;37,21;10,05;47,26;26,88;25,3;67,9;6,8;64,49;10,24;29,76
Brasil;Norte;1;Amazonas;13;AM;2030;4787816;2393017;2394799;78271;27946;16,35;5,84;74,67;71,25;78,4;13,18;14,96;11,31;2,01;0,0758;0,1064;0,096;0,0712;0,0399;0,0112;0,002;36,51;10,38;46,88;28,51;24,9;68,1;7,1;64,57;10,57;30,13
Brasil;Norte;1;Amazonas;13;AM;2031;4840312;2418147;2422165;77800;28609;16,07;5,91;74,83;71,41;78,56;12,98;14,74;11,12;2;0,0746;0,1053;0,0958;0,071;0,0398;0,011;0,0021;35,96;10,72;46,69;29,8;24,5;68,2;7,3;64,57;10,91;30,51
Brasil;Norte;1;Amazonas;13;AM;2032;4891675;2442685;2448990;77361;29302;15,81;5,99;74,98;71,56;78,71;12,79;14,54;10,94;1,98;0,0733;0,1043;0,0956;0,0708;0,0396;0,0109;0,0021;35,45;11,08;46,53;31,4;24,2;68,2;7,6;64,55;11,26;30,89
Brasil;Norte;1;Amazonas;13;AM;2033;4941934;2466644;2475290;77010;30026;15,58;6,08;75,13;71,71;78,85;12,61;14,35;10,78;1,97;0,0722;0,1033;0,0955;0,0706;0,0395;0,0108;0,0021;34,88;11,45;46,33;32,77;23,8;68,3;7,8;64,55;11,61;31,24
Brasil;Norte;1;Amazonas;13;AM;2034;4991129;2490045;2501084;76702;30771;15,37;6,17;75,28;71,85;78,99;12,44;14,17;10,63;1,96;0,071;0,1024;0,0954;0,0705;0,0394;0,0106;0,0021;34,34;11,84;46,18;34,47;23,5;68,4;8,1;64,51;11,99;31,58
Brasil;Norte;1;Amazonas;13;AM;2035;5039255;2512888;2526367;76389;31544;15,16;6,26;75,42;71,99;79,12;12,29;14,01;10,49;1,95;0,0699;0,1015;0,0953;0,0704;0,0394;0,0105;0,0021;33,84;12,24;46,08;36,21;23,2;68,5;8,4;64,45;12,39;31,92
Brasil;Norte;1;Amazonas;13;AM;2036;5086236;2535138;2551098;75978;32336;14,94;6,36;75,55;72,13;79,25;12,15;13,85;10,36;1,93;0,0689;0,1006;0,0953;0,0703;0,0393;0,0104;0,0021;33,36;12,65;46,01;38,16;22,8;68,5;8,7;64,35;12,8;32,23
Brasil;Norte;1;Amazonas;13;AM;2037;5132009;2556764;2575245;75577;33149;14,73;6,46;75,69;72,26;79,37;12,01;13,71;10,23;1,92;0,0678;0,0998;0,0952;0,0702;0,0392;0,0103;0,0021;32,91;13,08;45,99;40;22,5;68,5;9;64,22;13,24;32,56
Brasil;Norte;1;Amazonas;13;AM;2038;5176569;2577766;2598803;75212;33997;14,53;6,57;75,81;72,39;79,49;11,89;13,57;10,12;1,91;0,0668;0,099;0,0952;0,0701;0,0392;0,0102;0,0021;32,48;13,52;46;41,89;22,2;68,5;9,3;64,07;13,69;32,88
Brasil;Norte;1;Amazonas;13;AM;2039;5219919;2598148;2621771;74871;34863;14,34;6,68;75,93;72,52;79,6;11,78;13,45;10,02;1,9;0,0658;0,0982;0,0953;0,0701;0,0391;0,01;0,0021;32,08;14;46,07;43,64;22;68,5;9,6;63,9;14,14;33,22
Brasil;Norte;1;Amazonas;13;AM;2040;5262059;2617912;2644147;74546;35750;14,17;6,79;76,06;72,64;79,71;11,67;13,33;9,92;1,89;0,0649;0,0975;0,0953;0,07;0,0391;0,0099;0,0021;31,7;14,5;46,21;45,62;21,7;68,4;9,9;63,71;14,61;33,56
Brasil;Norte;1;Amazonas;13;AM;2041;5302957;2637046;2665911;74187;36662;13,99;6,91;76,17;72,76;79,82;11,57;13,22;9,84;1,89;0,0639;0,0968;0,0954;0,07;0,0391;0,0098;0,0021;31,36;15,04;46,4;48,13;21,4;68,3;10,3;63,51;15,07;33,9
Brasil;Norte;1;Amazonas;13;AM;2042;5342574;2655533;2687041;73836;37604;13,82;7,04;76,28;72,88;79,92;11,48;13,12;9,75;1,88;0,063;0,0961;0,0955;0,07;0,0391;0,0097;0,0022;31,04;15,61;46,65;50;21,2;68,2;10,6;63,29;15,55;34,24
Brasil;Norte;1;Amazonas;13;AM;2043;5380889;2673365;2707524;73485;38563;13,66;7,17;76,39;72,99;80,02;11,39;13,02;9,68;1,87;0,0621;0,0955;0,0956;0,07;0,0391;0,0096;0,0022;30,74;16,2;46,94;52,63;20,9;68,1;11;63,06;16,02;34,58
Brasil;Norte;1;Amazonas;13;AM;2044;5417887;2690535;2727352;73136;39539;13,5;7,3;76,5;73,1;80,11;11,31;12,93;9,61;1,86;0,0612;0,0949;0,0957;0,0701;0,0391;0,0095;0,0022;30,46;16,81;47,27;55,07;20,7;67,9;11,4;62,83;16,48;34,91
Brasil;Norte;1;Amazonas;13;AM;2045;5453552;2707036;2746516;72792;40536;13,35;7,43;76,6;73,21;80,2;11,24;12,84;9,54;1,86;0,0604;0,0943;0,0959;0,0701;0,0391;0,0095;0,0022;30,2;17,43;47,62;57,56;20,5;67,7;11,8;62,61;16,93;35,23
Brasil;Norte;1;Amazonas;13;AM;2046;5487876;2722870;2765006;72466;41550;13,2;7,57;76,69;73,32;80,28;11,17;12,76;9,48;1,85;0,0595;0,0937;0,096;0,0701;0,0391;0,0094;0,0022;29,95;18,06;48,01;60,4;20,2;67,6;12,2;62,39;17,38;35,53
Brasil;Norte;1;Amazonas;13;AM;2047;5520840;2738030;2782810;72115;42579;13,06;7,71;76,79;73,42;80,36;11,1;12,69;9,43;1,84;0,0587;0,0931;0,0962;0,0702;0,0391;0,0093;0,0022;29,72;18,71;48,42;63;20;67,4;12,6;62,17;17,8;35,84
Brasil;Norte;1;Amazonas;13;AM;2048;5552396;2752493;2799903;71722;43622;12,92;7,86;76,88;73,51;80,44;11,04;12,62;9,38;1,84;0,0579;0,0926;0,0964;0,0703;0,0392;0,0092;0,0022;29,5;19,36;48,86;65,66;19,8;67,2;13;61,96;18,22;36,15
Brasil;Norte;1;Amazonas;13;AM;2049;5582496;2766236;2816260;71305;44680;12,77;8;76,97;73,61;80,52;10,98;12,55;9,33;1,83;0,0571;0,0921;0,0966;0,0704;0,0392;0,0091;0,0022;29,29;20;49,29;68,37;19,6;67;13,4;61,74;18,64;36,47
Brasil;Norte;1;Amazonas;13;AM;2050;5611125;2779255;2831870;70911;45755;12,64;8,15;77,05;73,7;80,59;10,93;12,49;9,29;1,83;0,0563;0,0916;0,0968;0,0705;0,0392;0,009;0,0023;29,08;20,63;49,71;71,13;19,4;66,8;13,8;61,52;19,06;36,78
Brasil;Norte;1;Amazonas;13;AM;2051;5638304;2791563;2846741;70568;46843;12,52;8,31;77,14;73,79;80,66;10,88;12,43;9,25;1,82;0,0556;0,0911;0,097;0,0706;0,0393;0,0089;0,0023;28,88;21,24;50,12;73,44;19,2;66,6;14,1;61,29;19,47;37,1
Brasil;Norte;1;Amazonas;13;AM;2052;5664036;2803163;2860873;70204;47942;12,39;8,46;77,22;73,88;80,72;10,83;12,37;9,21;1,82;0,0548;0,0906;0,0973;0,0707;0,0393;0,0089;0,0023;28,69;21,84;50,53;75,92;19,1;66,4;14,5;61,06;19,88;37,42
Brasil;Norte;1;Amazonas;13;AM;2053;5688278;2814038;2874240;69798;49052;12,27;8,62;77,29;73,96;80,78;10,79;12,32;9,18;1,82;0,0541;0,0902;0,0976;0,0708;0,0394;0,0088;0,0023;28,51;22,43;50,94;78,84;18,9;66,3;14,9;60,82;20,29;37,73
Brasil;Norte;1;Amazonas;13;AM;2054;5710995;2824174;2886821;69373;50160;12,15;8,78;77,37;74,05;80,85;10,75;12,27;9,15;1,81;0,0533;0,0897;0,0978;0,071;0,0395;0,0087;0,0023;28,33;23,02;51,35;81,28;18,7;66,1;15,2;60,57;20,71;38,01
Brasil;Norte;1;Amazonas;13;AM;2055;5732178;2833571;2898607;68954;51277;12,03;8,95;77,44;74,13;80,9;10,71;12,22;9,12;1,81;0,0526;0,0893;0,0981;0,0711;0,0395;0,0086;0,0023;28,16;23,61;51,78;83,87;18,6;65,9;15,6;60,3;21,15;38,28
Brasil;Norte;1;Amazonas;13;AM;2056;5751847;2842241;2909606;68586;52399;11,92;9,11;77,51;74,2;80,96;10,68;12,18;9,09;1,8;0,0519;0,0889;0,0984;0,0712;0,0396;0,0086;0,0024;28;24,2;52,21;86,41;18,4;65,7;15,9;60,01;21,59;38,56
Brasil;Norte;1;Amazonas;13;AM;2057;5770028;2850198;2919830;68218;53520;11,82;9,28;77,57;74,28;81,01;10,64;12,14;9,07;1,8;0,0512;0,0885;0,0987;0,0714;0,0397;0,0085;0,0024;27,85;24,79;52,65;89,01;18,2;65,5;16,2;59,7;22,05;38,84
Brasil;Norte;1;Amazonas;13;AM;2058;5786706;2857439;2929267;67825;54643;11,72;9,44;77,64;74,35;81,06;10,61;12,1;9,04;1,8;0,0505;0,0881;0,099;0,0716;0,0398;0,0084;0,0024;27,71;25,39;53,1;91,71;18,1;65,3;16,6;59,39;22,51;39,11
Brasil;Norte;1;Amazonas;13;AM;2059;5801873;2863966;2937907;67431;55756;11,62;9,61;77,7;74,42;81,11;10,58;12,06;9,02;1,8;0,0498;0,0877;0,0993;0,0717;0,0398;0,0084;0,0024;27,58;26;53,58;93,89;18;65,1;16,9;59,1;22,95;39,37
Brasil;Norte;1;Amazonas;13;AM;2060;5815537;2869789;2945748;67046;56868;11,53;9,78;77,76;74,49;81,16;10,55;12,02;9;1,79;0,0491;0,0873;0,0996;0,0719;0,0399;0,0083;0,0024;27,46;26,65;54,11;97,19;17,8;64,9;17,3;58,84;23,34;39,63
Brasil;Norte;1;Roraima;14;RR;2010;458820;233153;225667;10370;2531;22,6;5,52;69,49;66,9;72,52;18,37;18,22;18,54;2,48;0,0991;0,1447;0,1155;0,0788;0,0406;0,0146;0,0018;53,05;5,45;58,5;10,15;33,5;63,1;3,4;61,09;5,44;23,19
Brasil;Norte;1;Roraima;14;RR;2011;469543;238427;231116;10569;2545;22,51;5,42;69,87;67,3;72,83;18,16;17,98;18,35;2,46;0,0977;0,142;0,1152;0,08;0,0425;0,0134;0,0015;51,55;5,51;57,05;10,67;32,8;63,7;3,5;61,6;5,58;23,52
Brasil;Norte;1;Roraima;14;RR;2012;480290;243716;236574;10539;2568;21,94;5,35;70,22;67,69;73,14;17,96;17,76;18,17;2,4;0,0954;0,1356;0,1134;0,0787;0,0419;0,0127;0,0014;50,03;5,59;55,62;11,18;32,2;64,3;3,6;62,12;5,73;23,84
Brasil;Norte;1;Roraima;14;RR;2013;491066;249023;242043;10765;2597;21,92;5,29;70,57;68,06;73,44;17,76;17,55;17,99;2,39;0,0959;0,1348;0,1124;0,0778;0,0434;0,0129;0,0011;48,57;5,69;54,26;11,75;31,5;64,8;3,7;62,61;5,9;24,16
Brasil;Norte;1;Roraima;14;RR;2014;501970;254398;247572;10941;2630;21,8;5,24;70,9;68,43;73,73;17,57;17,35;17,8;2,38;0,0976;0,1335;0,1101;0,0767;0,0439;0,0123;0,0012;47,28;5,82;53,09;12,3;30,9;65,3;3,8;63,04;6,08;24,49
Brasil;Norte;1;Roraima;14;RR;2015;513328;260066;253262;10822;2665;21,08;5,19;71,22;68,78;74,02;17,39;17,16;17,62;2,3;0,0936;0,127;0,107;0,0786;0,0416;0,0114;0,0013;46,09;5,96;52,05;12,87;30,3;65,8;3,9;63,41;6,27;24,83
Brasil;Norte;1;Roraima;14;RR;2016;525967;266538;259429;11173;2713;21,24;5,16;71,53;69,12;74,3;17,2;16,97;17,45;2,33;0,0922;0,1272;0,1075;0,0815;0,0443;0,0124;0,0014;44,95;6,1;51,05;13,42;29,8;66,2;4;63,78;6,46;25,21
Brasil;Norte;1;Roraima;14;RR;2017;546885;278190;268695;11602;2799;21,21;5,12;71,84;69,45;74,57;17,02;16,78;17,27;2,34;0,0919;0,1273;0,1083;0,082;0,0446;0,0124;0,0014;43,42;6,18;49,59;14,14;29;66,8;4,1;64,37;6,6;25,74
Brasil;Norte;1;Roraima;14;RR;2018;576568;295323;281245;11994;2921;20,8;5,07;72,13;69,76;74,83;16,84;16,6;17,09;2,31;0,09;0,1252;0,1073;0,0812;0,0442;0,0122;0,0014;41,47;6,18;47,64;14,95;28,1;67,7;4,2;65,22;6,69;26,43
Brasil;Norte;1;Roraima;14;RR;2019;605761;312110;293651;12349;3045;20,39;5,03;72,41;70,06;75,09;16,66;16,42;16,92;2,28;0,0883;0,1233;0,1064;0,0803;0,0438;0,012;0,0015;39,76;6,21;45,97;15,81;27,2;68,5;4,3;65,95;6,81;27,07
Brasil;Norte;1;Roraima;14;RR;2020;631181;326495;304686;12564;3154;19,91;5;72,69;70,36;75,34;16,49;16,25;16,74;2,25;0,0866;0,1215;0,1055;0,0796;0,0434;0,0118;0,0015;38,71;6,32;45,02;16,48;26,7;69;4,4;66,34;6,97;27,62
Brasil;Norte;1;Roraima;14;RR;2021;652713;338422;314291;12666;3252;19,41;4,98;72,95;70,64;75,58;16,32;16,08;16,57;2,22;0,085;0,1198;0,1047;0,0789;0,043;0,0117;0,0015;38,04;6,48;44,53;17,11;26,3;69,2;4,5;66,51;7,16;28,12
Brasil;Norte;1;Roraima;14;RR;2022;670267;347847;322420;12678;3338;18,91;4,98;73,21;70,9;75,82;16,15;15,9;16,4;2,2;0,0835;0,1182;0,104;0,0782;0,0427;0,0115;0,0015;37,55;6,69;44,25;17,69;26;69,3;4,6;66,57;7,4;28,58
Brasil;Norte;1;Roraima;14;RR;2023;683769;354735;329034;12608;3415;18,44;4,99;73,46;71,16;76,04;15,98;15,73;16,23;2,18;0,0821;0,1167;0,1034;0,0777;0,0425;0,0114;0,0016;37,22;6,96;44,18;18,6;25,8;69,4;4,8;66,52;7,67;29,01
Brasil;Norte;1;Roraima;14;RR;2024;695116;360288;334828;12505;3492;17,99;5,02;73,69;71,41;76,27;15,81;15,57;16,06;2,16;0,0808;0,1153;0,1028;0,0772;0,0422;0,0113;0,0016;36,97;7,27;44,24;19,53;25,6;69,3;5;66,41;7,96;29,43
Brasil;Norte;1;Roraima;14;RR;2025;706235;365723;340512;12392;3571;17,55;5,06;73,93;71,64;76,48;15,64;15,4;15,9;2,14;0,0795;0,114;0,1023;0,0767;0,042;0,0111;0,0016;36,73;7,59;44,32;20,78;25,5;69,3;5,3;66,29;8,26;29,85
Brasil;Norte;1;Roraima;14;RR;2026;717117;371035;346082;12280;3656;17,12;5,1;74,15;71,87;76,69;15,48;15,23;15,73;2,12;0,0783;0,1128;0,1019;0,0763;0,0418;0,011;0,0016;36,47;7,93;44,4;21,74;25,3;69,3;5,5;66,19;8,55;30,27
Brasil;Norte;1;Roraima;14;RR;2027;727762;376223;351539;12179;3747;16,73;5,15;74,36;72,08;76,89;15,31;15,07;15,57;2,1;0,0772;0,1116;0,1016;0,0759;0,0416;0,0109;0,0017;36,18;8,28;44,46;22,8;25;69,2;5,7;66,1;8,85;30,69
Brasil;Norte;1;Roraima;14;RR;2028;738175;381290;356885;12090;3845;16,38;5,21;74,56;72,29;77,09;15,15;14,91;15,41;2,09;0,0761;0,1106;0,1013;0,0756;0,0415;0,0108;0,0017;35,87;8,64;44,51;24,19;24,8;69,2;6;66,01;9,17;31,12
Brasil;Norte;1;Roraima;14;RR;2029;748361;386237;362124;12011;3948;16,05;5,28;74,76;72,49;77,28;14,99;14,75;15,25;2,07;0,0751;0,1096;0,101;0,0753;0,0414;0,0107;0,0017;35,51;9;44,51;25,2;24,6;69,2;6,2;65,92;9,51;31,53
Brasil;Norte;1;Roraima;14;RR;2030;758323;391066;367257;11937;4054;15,74;5,35;74,95;72,67;77,46;14,84;14,59;15,09;2,06;0,0741;0,1087;0,1009;0,0751;0,0413;0,0106;0,0018;35,14;9,37;44,51;26,75;24,3;69,2;6,5;65,83;9,85;31,94
Brasil;Norte;1;Roraima;14;RR;2031;768085;395789;372296;11871;4167;15,46;5,43;75,13;72,85;77,64;14,67;14,43;14,93;2,05;0,0731;0,1078;0,1007;0,0749;0,0412;0,0105;0,0018;34,76;9,73;44,49;27,8;24,1;69,2;6,7;65,73;10,21;32,33
Brasil;Norte;1;Roraima;14;RR;2032;777675;400420;377255;11823;4285;15,2;5,51;75,31;73,02;77,82;14,52;14,27;14,77;2,04;0,0723;0,107;0,1006;0,0748;0,0411;0,0105;0,0018;34,31;10,09;44,4;29,41;23,8;69,3;7;65,66;10,58;32,7
Brasil;Norte;1;Roraima;14;RR;2033;787104;404965;382139;11793;4411;14,98;5,6;75,47;73,18;77,98;14,36;14,12;14,62;2,03;0,0714;0,1062;0,1006;0,0746;0,0411;0,0104;0,0018;33,79;10,47;44,27;31,2;23,4;69,3;7,3;65,61;10,96;33,05
Brasil;Norte;1;Roraima;14;RR;2034;796382;409429;386953;11778;4542;14,79;5,7;75,63;73,34;78,14;14,21;13,96;14,46;2,02;0,0706;0,1055;0,1005;0,0745;0,0411;0,0103;0,0019;33,25;10,87;44,12;32,47;23,1;69,4;7,5;65,56;11,36;33,38
Brasil;Norte;1;Roraima;14;RR;2035;805521;413818;391703;11784;4680;14,63;5,81;75,79;73,48;78,3;14,06;13,81;14,31;2,01;0,0698;0,1048;0,1006;0,0745;0,041;0,0103;0,0019;32,7;11,28;43,98;34,36;22,7;69,5;7,8;65,5;11,79;33,69
Brasil;Norte;1;Roraima;14;RR;2036;814531;418136;396395;11801;4823;14,49;5,92;75,93;73,62;78,45;13,91;13,66;14,16;2,01;0,069;0,1042;0,1006;0,0744;0,041;0,0102;0,0019;32,16;11,7;43,86;36,16;22,4;69,5;8,1;65,42;12,23;33,97
Brasil;Norte;1;Roraima;14;RR;2037;823417;422386;401031;11827;4972;14,36;6,04;76,07;73,75;78,59;13,75;13,51;14,01;2;0,0683;0,1036;0,1007;0,0744;0,0411;0,0102;0,002;31,64;12,13;43,78;38,18;22;69,6;8,4;65,3;12,69;34,23
Brasil;Norte;1;Roraima;14;RR;2038;832179;426567;405612;11858;5128;14,25;6,16;76,2;73,88;78,73;13,61;13,36;13,86;2;0,0676;0,1031;0,1008;0,0744;0,0411;0,0101;0,002;31,17;12,59;43,76;40,55;21,7;69,6;8,8;65,14;13,18;34,51
Brasil;Norte;1;Roraima;14;RR;2039;840814;430677;410137;11891;5290;14,14;6,29;76,33;74;78,87;13,46;13,22;13,72;1,99;0,0669;0,1025;0,1009;0,0744;0,0411;0,0101;0,002;30,76;13,07;43,83;42,52;21,4;69,5;9,1;64,93;13,69;34,77
Brasil;Norte;1;Roraima;14;RR;2040;849324;434718;414606;11939;5457;14,06;6,43;76,46;74,11;79;13,32;13,07;13,57;1,99;0,0662;0,102;0,1011;0,0744;0,0412;0,01;0,0021;30,4;13,6;43,99;44,55;21,1;69,4;9,4;64,67;14,22;34,99
Brasil;Norte;1;Roraima;14;RR;2041;857716;438692;419024;11992;5627;13,98;6,56;76,58;74,22;79,13;13,17;12,93;13,43;1,98;0,0656;0,1015;0,1013;0,0745;0,0412;0,01;0,0021;30,1;14,15;44,25;46,89;20,9;69,3;9,8;64,36;14,77;35,2
Brasil;Norte;1;Roraima;14;RR;2042;865988;442598;423390;12043;5803;13,91;6,7;76,69;74,32;79,25;13,03;12,78;13,28;1,98;0,0649;0,1011;0,1015;0,0745;0,0413;0,0099;0,0021;29,85;14,74;44,59;49,51;20,6;69,2;10,2;64,02;15,34;35,42
Brasil;Norte;1;Roraima;14;RR;2043;874130;446431;427699;12089;5983;13,83;6,84;76,79;74,41;79,37;12,89;12,64;13,14;1,97;0,0643;0,1006;0,1017;0,0746;0,0413;0,0099;0,0022;29,66;15,37;45,03;51,96;20,4;69;10,6;63,63;15,92;35,65
Brasil;Norte;1;Roraima;14;RR;2044;882130;450185;431945;12125;6170;13,75;6,99;76,9;74,5;79,48;12,75;12,5;13;1,97;0,0637;0,1002;0,1019;0,0747;0,0414;0,0099;0,0022;29,51;16,05;45,56;54,19;20,3;68,7;11;63,22;16,51;35,88
Brasil;Norte;1;Roraima;14;RR;2045;889982;453857;436125;12169;6359;13,67;7,15;76,99;74,59;79,59;12,61;12,36;12,86;1,97;0,0631;0,0998;0,1022;0,0748;0,0415;0,0098;0,0022;29,41;16,77;46,18;57,21;20,1;68,4;11,5;62,8;17,08;36,1
