Data;Ultimo;Abertura;Maxima;Minima;Volume;Variacao
24/12/2013;1.749,50;1.748,00;1.780,00;1.681,00;0,04K;0,09%
23/12/2013;1.748,00;1.642,00;1.748,00;1.620,00;0,04K;6,46%
22/12/2013;1.642,00;1.609,00;1.698,00;1.550,00;0,02K;2,05%
21/12/2013;1.609,00;1.600,00;1.697,00;1.512,20;0,05K;0,56%
20/12/2013;1.600,00;1.863,30;1.880,00;1.600,00;0,07K;-14,13%
19/12/2013;1.863,30;1.421,00;1.900,00;1.288,00;0,09K;31,13%
18/12/2013;1.421,00;1.809,50;1.819,50;750;0,26K;-18,80%
17/12/2013;1.750,00;1.785,00;1.889,00;1.550,00;0,11K;-1,96%
16/12/2013;1.785,00;2.094,90;2.182,00;1.640,00;0,12K;-14,79%
15/12/2013;2.094,90;2.180,00;2.183,00;2.001,00;0,02K;-3,91%
14/12/2013;2.180,00;2.140,00;2.180,00;1.991,00;0,05K;1,87%
13/12/2013;2.140,00;2.203,00;2.295,00;2.050,00;0,06K;-2,86%
12/12/2013;2.203,00;2.291,00;2.365,00;2.200,00;0,06K;-3,84%
11/12/2013;2.291,00;2.490,00;2.550,00;2.110,00;0,10K;-7,99%
10/12/2013;2.490,00;2.330,00;2.622,00;2.257,00;0,09K;6,87%
09/12/2013;2.330,00;2.108,00;2.498,10;2.055,00;0,08K;10,53%
08/12/2013;2.108,00;1.990,00;2.180,00;1.600,00;0,09K;5,93%
07/12/2013;1.990,00;2.450,00;2.660,00;1.650,40;0,21K;-18,78%
06/12/2013;2.450,00;2.930,00;2.960,00;2.250,00;0,17K;-16,38%
05/12/2013;2.930,00;3.000,00;3.150,00;2.551,00;0,15K;-2,33%
04/12/2013;3.000,00;2.980,00;3.100,00;2.905,00;0,10K;0,67%
03/12/2013;2.980,00;2.850,00;3.000,00;2.806,00;0,08K;4,56%
02/12/2013;2.850,00;2.622,30;3.100,00;2.621,00;0,07K;8,68%
01/12/2013;2.622,30;3.090,00;3.192,00;2.300,00;0,18K;-15,14%
30/11/2013;3.090,00;3.317,00;3.391,00;3.003,00;0,09K;-6,84%
29/11/2013;3.317,00;3.250,00;3.600,00;2.750,00;0,22K;2,06%
28/11/2013;3.250,00;2.775,00;3.450,00;2.570,00;0,27K;17,12%
27/11/2013;2.775,00;2.108,00;2.850,00;2.108,00;0,22K;31,64%
26/11/2013;2.108,00;1.980,00;2.160,00;1.930,00;0,16K;6,46%
25/11/2013;1.980,00;1.946,50;2.020,00;1.879,50;0,09K;1,72%
24/11/2013;1.946,50;1.960,00;1.988,00;1.703,00;0,07K;-0,69%
23/11/2013;1.960,00;1.948,00;2.001,00;1.869,00;0,06K;0,62%
22/11/2013;1.948,00;1.810,00;1.950,00;1.780,60;0,08K;7,62%
21/11/2013;1.810,00;1.620,00;1.830,00;1.600,00;0,11K;11,73%
20/11/2013;1.620,00;1.779,80;1.800,00;1.001,00;0,15K;-8,98%
19/11/2013;1.779,80;1.850,00;2.112,00;1.600,00;0,22K;-3,80%
18/11/2013;1.850,00;1.274,00;2.200,00;1.211,00;0,25K;45,21%
17/11/2013;1.274,00;1.147,00;1.275,00;1.100,00;0,04K;11,07%
16/11/2013;1.147,00;1.148,00;1.148,00;1.005,00;0,01K;-0,09%
15/11/2013;1.148,00;1.125,00;1.170,00;990;0,06K;2,04%
14/11/2013;1.125,00;1.130,00;1.174,00;1.016,00;0,09K;-0,44%
13/11/2013;1.130,00;903,2;1.175,00;903,2;0,15K;25,11%
12/11/2013;903,2;937;988;902;0,08K;-3,61%
11/11/2013;937;850;943;850;0,06K;10,23%
10/11/2013;850;870;948;703;0,05K;-2,30%
09/11/2013;870;919;989,4;860;0,07K;-5,33%
08/11/2013;919;770;930;711;0,18K;19,35%
07/11/2013;770;678;797,2;670;0,14K;13,57%
06/11/2013;678;641;679;615;0,09K;5,77%
05/11/2013;641;629,8;648,9;557;0,11K;1,78%
04/11/2013;629,8;513,2;629,8;485;0,08K;22,72%
03/11/2013;513,2;485;513,2;471,5;0,04K;5,82%
02/11/2013;485;489;489;471;0,01K;-0,82%
01/11/2013;489;484,8;489;465;0,04K;0,86%
31/10/2013;484,8;470;489;465;0,05K;3,15%
30/10/2013;470;489;489;454,1;0,01K;-3,88%
29/10/2013;489;445;489;442;0,02K;9,89%
28/10/2013;445;455;480;436,5;0,14K;-2,20%
27/10/2013;455;450;455;420;0,01K;1,11%
26/10/2013;450;464;467;425;0,02K;-3,02%
25/10/2013;464;445;469;380;0,07K;4,27%
24/10/2013;445;497;497;365;0,05K;-10,46%
23/10/2013;497;420;497;420;0,07K;18,33%
22/10/2013;420;416;444;416;0,08K;0,96%
21/10/2013;416;416;428,4;390;0,04K;0,00%
20/10/2013;416;434,9;441;416;0,01K;-4,34%
19/10/2013;434,9;358,4;756,3;346;0,10K;21,33%
18/10/2013;358,4;349;360;340;0,05K;2,70%
17/10/2013;349;343,6;349;337,7;0,03K;1,57%
16/10/2013;343,6;355;358,9;335;0,08K;-3,21%
15/10/2013;355;331;359;321,4;0,05K;7,25%
14/10/2013;331;306;342;297;0,08K;8,16%
13/10/2013;306;312,2;313;306;0,06K;-1,99%
12/10/2013;312,2;312;313;308;0,02K;0,08%
11/10/2013;312;314,9;315;307;0,03K;-0,92%
10/10/2013;314,9;303;316;303;0,05K;3,93%
09/10/2013;303;308;316;303;0,05K;-1,62%
08/10/2013;308;315;315;299,6;0,06K;-2,22%
07/10/2013;315;298;328;296;0,06K;5,70%
06/10/2013;298;300;306;298;0,00K;-0,67%
05/10/2013;300;300;306;299;0,01K;0,00%
04/10/2013;300;299,7;306;292,2;0,11K;0,11%
03/10/2013;299,7;270;303;262,5;0,06K;10,99%
02/10/2013;270;329;329;256;0,25K;-17,93%
01/10/2013;329;335,4;343,9;320;0,06K;-1,90%
30/09/2013;335,4;343,9;343,9;317,5;0,04K;-2,47%
29/09/2013;343,9;335;344,8;315;0,05K;4,21%
28/09/2013;330;330;337;313,4;0,01K;0,00%
27/09/2013;330;314;330;313;0,08K;5,10%
26/09/2013;314;312;314;308,5;0,04K;0,64%
25/09/2013;312;303,7;316,9;301;0,08K;2,74%
24/09/2013;303,7;313;313;299;0,02K;-2,98%
23/09/2013;313;298;313;298;0,01K;5,03%
22/09/2013;298;316,9;316,9;298;0,01K;-5,96%
21/09/2013;316,9;313;316,9;310,6;0,00K;1,25%
20/09/2013;313;312,9;313;281;0,02K;0,04%
19/09/2013;312,9;318,9;318,9;290;0,07K;-1,89%
18/09/2013;318,9;318,9;318,9;306;0,06K;0,00%
17/09/2013;318,9;319,3;319,3;312,5;0,01K;-0,13%
16/09/2013;319,3;307;319,7;302,1;0,02K;4,00%
15/09/2013;307;303;307;303;0,00K;1,32%
14/09/2013;303;306;314;303;0,01K;-0,98%
13/09/2013;306;317;317;305;0,04K;-3,47%
12/09/2013;317;301,2;320;301,2;0,04K;5,25%
11/09/2013;301,2;308,9;313;300;0,06K;-2,50%
10/09/2013;308,9;301;309;286;0,02K;2,63%
09/09/2013;301;261,2;309;261;0,03K;15,24%
08/09/2013;261,2;309,4;309,4;261;0,01K;-15,58%
07/09/2013;309,4;304;309,4;252;0,01K;1,78%
06/09/2013;304;320;334;300;0,04K;-5,00%
05/09/2013;320;320;337;300;0,07K;0,00%
04/09/2013;320;342;342;300;0,09K;-6,43%
03/09/2013;342;347,8;347,8;340;0,06K;-1,66%
02/09/2013;347,8;337;348,5;335;0,08K;3,20%
01/09/2013;337;345;345;335;0,02K;-2,32%
31/08/2013;345;320;345;315,1;0,01K;7,83%
30/08/2013;320;311;320;304;0,09K;2,89%
29/08/2013;311;302;315;300;0,05K;2,96%
28/08/2013;302;304;315;298,1;0,06K;-0,66%
27/08/2013;304;283,5;306,1;278;0,06K;7,23%
26/08/2013;283,5;273;283,5;273;0,03K;3,85%
25/08/2013;273;276;278;273;0,00K;-1,09%
24/08/2013;276;289;289;272;0,00K;-4,49%
23/08/2013;289;286;294,4;271,1;0,12K;1,04%
22/08/2013;286;285;295;277;0,03K;0,35%
21/08/2013;285;275;285;274,9;0,08K;3,64%
20/08/2013;275;270;275;268,9;0,05K;1,85%
19/08/2013;270;249;274,8;249;0,07K;8,43%
18/08/2013;249;248;249;245,5;0,00K;0,40%
17/08/2013;248;248;248;245;0,01K;0,00%
16/08/2013;248;249,5;249,5;246;0,05K;-0,61%
15/08/2013;249,5;243;255;243;0,13K;2,66%
14/08/2013;243;240;250;230,1;0,06K;1,27%
13/08/2013;240;232,2;240;228;0,08K;3,35%
12/08/2013;232,2;212,5;234;212,5;0,04K;9,28%
11/08/2013;212,5;218;226;212,5;0,00K;-2,52%
10/08/2013;218;230;230;218;0,01K;-5,22%
09/08/2013;230;236;236;220;0,04K;-2,54%
08/08/2013;236;237,8;237,8;225;0,04K;-0,75%
07/08/2013;237,8;230;238;228,1;0,02K;3,38%
06/08/2013;230;240;240;226;0,07K;-4,17%
05/08/2013;240;232,2;243,5;232,2;0,05K;3,36%
04/08/2013;232,2;235;235,5;232;0,00K;-1,19%
03/08/2013;235;240;261;232;0,03K;-2,08%
02/08/2013;240;236;250;236;0,09K;1,69%
01/08/2013;236;230;240;230;0,06K;2,61%
31/07/2013;230;232;241;230;0,04K;-0,86%
30/07/2013;232;225,8;246;225,8;0,18K;2,75%
29/07/2013;225,8;221;228;221;0,03K;2,17%
28/07/2013;221;217,3;221;217,3;0,01K;1,68%
27/07/2013;217,3;218;221;217,3;0,01K;-0,30%
26/07/2013;218;218,6;221;217,5;0,04K;-0,28%
25/07/2013;218,6;221;221;214;0,01K;-1,08%
24/07/2013;221;218;221;213,5;0,06K;1,38%
23/07/2013;218;220;220,9;214;0,02K;-0,91%
22/07/2013;220;223;223;212;0,11K;-1,35%
21/07/2013;223;220,1;223,5;218,9;0,01K;1,31%
20/07/2013;220,1;224;225;220,1;0,05K;-1,74%
19/07/2013;224;223;227,9;220,1;0,07K;0,45%
18/07/2013;223;225;242;216,4;0,17K;-0,89%
17/07/2013;225;222,2;228;222,2;0,19K;1,25%
16/07/2013;222,2;234;234;220;0,07K;-5,03%
15/07/2013;234;225;234,5;217;0,05K;4,00%
14/07/2013;225;219,2;229,9;218;0,02K;2,66%
13/07/2013;219,2;240;240;219,2;0,02K;-8,68%
12/07/2013;240;212,9;242;212,9;0,08K;12,73%
11/07/2013;212,9;209;217,9;208,8;0,04K;1,87%
10/07/2013;209;196,5;209;196,1;0,16K;6,36%
09/07/2013;196,5;212,5;212,5;196,5;0,07K;-7,53%
08/07/2013;212,5;209;215;200;0,08K;1,67%
07/07/2013;209;200;209;191;0,04K;4,50%
06/07/2013;200;219;219;196,5;0,09K;-8,68%
05/07/2013;219;255;258,5;200;0,28K;-14,12%
04/07/2013;255;210;299;185;0,19K;21,43%
03/07/2013;210;229,8;268,5;196;0,14K;-8,60%
02/07/2013;229,8;233,9;233,9;200;0,05K;-1,77%
01/07/2013;233,9;247;254;202;0,04K;-5,30%
30/06/2013;247;230;249,9;220;0,01K;7,39%
29/06/2013;230;254,6;255;221;0,04K;-9,64%
28/06/2013;254,6;259;259;246,6;0,02K;-1,72%
27/06/2013;259;264,9;264,9;253;0,04K;-2,22%
26/06/2013;264,9;268,5;268,5;252,5;0,02K;-1,34%
25/06/2013;268,5;259;268,9;250;0,04K;3,67%
24/06/2013;259;251;259,5;250;0,02K;3,18%
23/06/2013;251;267,3;267,3;251;0,00K;-6,07%
22/06/2013;267,3;268;268;250,2;0,01K;-0,28%
21/06/2013;268;269;269;250,2;0,02K;-0,37%
20/06/2013;269;260;269;260;0,03K;3,46%
19/06/2013;260;263;265;251;0,00K;-1,14%
18/06/2013;263;252;263;246,1;0,03K;4,37%
17/06/2013;252;257,4;257,4;252;0,01K;-2,11%
16/06/2013;257,4;260;260;246;0,00K;-0,98%
15/06/2013;260;248;263;248;0,03K;4,83%
14/06/2013;248;269;269;245;0,03K;-7,81%
13/06/2013;269;261;269;260;0,01K;3,07%
